age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,Is_Poor_Sleep,Dataset_Type
46,1,3,9.859428952858384,97,7.1654754747735385,10.0,2,64,230,10.0,1,TRAIN
51,0,4,9.497945138581455,31,6.945549835073909,10.0,0,19,173,9.349794269680455,1,TRAIN
33,1,4,6.199120934370664,84,6.774648815979316,9.97590539942931,4,111,247,9.849408746433188,1,TRAIN
49,0,3,8.39261469059326,104,6.979642472699405,10.0,1,85,138,8.808368509483374,1,TRAIN
44,0,2,7.249105732413201,97,7.998477853342142,10.0,3,17,198,9.977034520203496,1,TRAIN
35,1,4,9.296741677451884,56,6.290233920124117,10.0,1,34,103,10.0,1,TRAIN
48,0,4,8.725732370417632,49,5.060822491588394,9.856524529281117,2,76,185,9.177775187034088,1,TRAIN
52,0,4,8.149888339117929,89,6.555398971546313,10.0,4,12,127,8.872019068792788,1,TRAIN
42,0,4,8.756642783283825,82,6.83768798431859,10.0,0,73,265,8.63542711023992,1,TRAIN
41,1,1,8.951171559962173,111,4.513524298100059,10.0,1,48,30,10.0,1,TRAIN
46,0,2,9.66437871132672,77,7.598617442902349,10.0,2,15,233,10.0,1,TRAIN
45,0,0,9.417105889140275,104,6.124267983869069,10.0,1,11,69,10.0,1,TRAIN
37,0,5,9.930083428374788,30,6.354596030512169,10.0,0,116,266,9.984846755042346,1,TRAIN
46,0,4,6.988483288671205,106,8.130754972327326,10.0,3,31,72,10.0,1,TRAIN
52,0,2,9.509974121412577,83,6.24675741424656,10.0,2,116,46,9.933336783811656,1,TRAIN
29,0,4,9.306246135980015,55,7.49487796983072,10.0,3,28,288,9.752105536268614,1,TRAIN
51,0,1,8.80247505218447,109,8.68234526791713,10.0,2,25,170,9.231863952675026,1,TRAIN
54,0,1,8.012511155711612,109,7.616331183384402,9.93901751787822,0,103,133,8.9590827958461,1,TRAIN
37,0,2,9.016681795445065,68,8.058952070897458,10.0,2,30,283,9.531223059159197,1,TRAIN
27,0,0,9.277327234154132,84,7.043241314867641,10.0,2,102,93,10.0,1,TRAIN
48,0,6,9.055219605138461,94,5.743896939792485,10.0,1,20,189,9.46598966764699,1,TRAIN
38,0,4,9.458358774365303,94,5.303420205149813,10.0,0,88,103,10.0,1,TRAIN
46,0,3,8.794966364616386,96,7.792463493303152,10.0,0,97,153,10.0,1,TRAIN
54,1,3,9.593433224656524,43,6.631316224495208,10.0,3,111,240,9.418197479533555,1,TRAIN
51,0,1,8.836911641381064,109,8.692080506213212,10.0,2,25,170,9.25075322101071,1,TRAIN
41,0,6,7.920170791064374,93,7.602867432909858,9.711604507519302,3,1,160,9.024392547427723,1,TRAIN
53,1,5,9.13769206704429,91,4.930355988822086,10.0,1,69,271,9.614543156427011,1,TRAIN
48,0,5,8.602961571590063,61,7.508361747896132,9.9519647500314,0,53,249,9.497596071024844,1,TRAIN
51,0,6,7.668156203022964,107,7.816807449933707,10.0,0,18,280,9.963120456619583,1,TRAIN
39,1,2,9.003653794187334,108,7.307228002406491,10.0,3,84,167,9.29242108959646,1,TRAIN
41,0,0,7.51469647401833,50,6.597167740321561,10.0,3,25,96,10.0,1,TRAIN
54,0,3,8.477147205523751,67,7.784979398384988,10.0,3,11,289,9.458048973575112,1,TRAIN
54,0,3,8.595567565255237,85,8.252308976546306,10.0,0,112,203,9.193912580406835,1,TRAIN
45,1,3,9.888509352127093,98,6.747799384271852,10.0,3,59,228,9.999506063715799,1,TRAIN
38,0,6,9.087674139534698,105,5.026219295181165,10.0,1,7,40,9.927032158635276,1,TRAIN
31,0,6,9.411227503253679,84,6.94520127762162,10.0,1,14,275,9.04832733420098,1,TRAIN
35,0,4,9.329936660454035,45,7.5309675296228145,10.0,0,14,213,9.849678320432078,1,TRAIN
33,1,0,9.369187273055779,99,6.553276425738006,9.717110835668196,3,6,285,8.392568162252687,1,TRAIN
27,0,1,8.83890782871449,71,6.260912924791246,10.0,0,70,178,9.671942962628203,1,TRAIN
37,0,0,7.095559484464571,18,6.612519403808423,9.734952352337869,2,17,90,10.0,1,TRAIN
34,0,0,9.627992065874718,31,8.610670549664281,10.0,0,79,66,9.102007934125282,1,TRAIN
23,1,0,7.8092103847937215,110,5.772709988944765,10.0,1,8,156,9.995323043638482,1,TRAIN
49,0,2,7.3727846081914326,75,5.600952891760648,9.90041459887863,3,49,116,9.30290219215041,1,TRAIN
37,0,0,9.803851786254071,48,5.288021083278798,10.0,0,104,253,9.26314480499852,1,TRAIN
29,0,0,9.25666253234112,36,7.484474065645658,10.0,0,1,142,10.0,1,TRAIN
33,0,1,9.445735769795538,112,7.946581546497612,10.0,2,56,222,10.0,1,TRAIN
47,1,7,9.462378404168652,9,6.059382589741303,10.0,3,76,103,9.983390272333493,1,TRAIN
29,1,2,8.974486835555885,99,8.155776453326435,10.0,2,63,236,9.919140254819633,1,TRAIN
53,1,5,9.772230198122793,90,7.768307710886605,10.0,2,49,289,8.652442157948222,1,TRAIN
19,0,4,9.580564155810952,96,7.361256193680428,10.0,3,99,168,9.856124946304577,1,TRAIN
20,0,5,9.7704741563614,60,6.229914567178835,10.0,3,93,72,9.390170865642329,1,TRAIN
34,1,0,9.761753984307981,109,7.892984062768074,10.0,3,83,130,9.943917994769327,1,TRAIN
34,0,1,9.09430506519235,57,6.850321781113888,10.0,1,89,119,10.0,1,TRAIN
26,0,6,9.363169429554874,80,6.624736003864771,10.0,3,70,79,10.0,1,TRAIN
55,0,1,8.747256557807233,74,6.921915995252193,10.0,2,58,223,9.696897073972853,1,TRAIN
43,1,4,9.692768311607859,54,5.0586125250022285,10.0,2,15,31,9.514422438616569,1,TRAIN
51,0,1,9.016119984793322,104,4.575101171103525,10.0,1,42,155,10.0,1,TRAIN
44,0,5,8.965476985001548,95,8.195179346360582,10.0,0,29,238,8.979511567358415,1,TRAIN
34,0,6,8.713619794691759,94,6.731794077366738,10.0,4,104,254,9.728359068185314,1,TRAIN
51,0,5,9.604223368048467,47,8.520110905873137,10.0,2,96,92,10.0,1,TRAIN
44,1,2,6.87673274778087,113,8.082276035506077,10.0,3,19,158,9.787723964493923,1,TRAIN
35,0,5,7.7065594543427345,80,6.228758548752673,10.0,2,89,182,9.897940620163425,1,TRAIN
39,1,1,9.18222560198623,93,6.721586103273861,10.0,2,48,44,10.0,1,TRAIN
52,0,5,9.052119190426199,93,7.096258245923429,10.0,3,58,222,9.361263984391174,1,TRAIN
34,0,2,9.038049753628426,113,5.451870783417519,10.0,2,60,252,10.0,1,TRAIN
49,1,5,8.758177293053423,91,4.983131600441053,10.0,1,21,190,9.912427905623419,1,TRAIN
44,0,4,9.646276411077448,53,5.597922922168068,10.0,1,91,298,10.0,1,TRAIN
34,0,3,8.117581845407564,68,6.321690796630223,10.0,1,47,189,9.942002521471172,1,TRAIN
37,0,0,8.003947378992839,51,5.780896415210216,10.0,2,24,90,10.0,1,TRAIN
27,1,3,8.763607318970092,112,4.689851275814141,10.0,3,91,60,10.0,1,TRAIN
54,0,3,9.209162306923085,24,8.376834098233177,10.0,2,113,134,9.717252944771634,1,TRAIN
30,0,0,9.332303152958115,36,7.438351736001149,10.0,1,1,141,10.0,1,TRAIN
49,1,3,8.140123896561603,116,6.789460685555381,10.0,3,17,156,9.999786217697629,1,TRAIN
34,1,6,6.878114567255111,101,6.404148134623362,10.0,0,4,123,8.72210435097695,1,TRAIN
51,0,5,9.770917686273235,35,8.600579232871121,10.0,2,25,81,9.885818449876362,1,TRAIN
38,0,6,6.70571105157155,112,7.782763649418047,10.0,2,79,115,9.184686639231565,1,TRAIN
58,0,1,7.856148877299568,77,6.592209006819847,10.0,1,18,251,9.824793225972822,1,TRAIN
55,1,7,7.632281728954481,105,6.941414209818132,10.0,3,104,55,10.0,1,TRAIN
57,0,3,9.63817154708526,72,5.3725144108122205,10.0,2,54,225,9.282571477952192,1,TRAIN
41,0,0,7.364408189588744,50,6.406755621953261,10.0,3,24,95,10.0,1,TRAIN
34,0,4,9.824832679144087,80,5.306969374769562,10.0,4,114,168,7.884329940722967,1,TRAIN
41,0,5,8.756735940878949,108,6.364337199466345,10.0,3,54,178,9.120314660984889,1,TRAIN
26,0,2,9.515552499430326,80,5.393093585914575,10.0,1,23,176,10.0,1,TRAIN
19,1,6,7.345541191430468,106,8.297737314277148,10.0,0,21,262,9.45058508560293,1,TRAIN
51,0,2,7.97618233881182,93,7.726911675600125,10.0,4,13,129,8.754504276738539,1,TRAIN
50,0,2,8.078741366389243,83,8.572780901563432,10.0,1,115,203,9.816746502686959,1,TRAIN
37,0,4,9.474847726465065,73,5.291366448105939,10.0,3,115,169,7.333334907336658,1,TRAIN
28,0,1,8.036973416402308,70,7.296730575016901,10.0,0,2,57,10.0,1,TRAIN
23,0,0,9.497788299589109,20,6.085834736894396,10.0,2,37,140,9.89447074897277,1,TRAIN
35,0,1,7.7839339792430335,88,5.993189067539333,9.883925912182649,3,111,94,8.91664184703806,1,TRAIN
40,0,4,8.32815799756566,78,6.069464720906796,10.0,4,36,283,9.577449253627734,1,TRAIN
54,1,3,9.563245834996225,94,7.748151699809641,10.0,0,36,114,9.13464336980209,1,TRAIN
44,1,3,8.160204559818945,86,7.396643375585421,10.0,2,23,222,10.0,1,TRAIN
23,1,5,9.524584936379906,22,6.512982839110388,10.0,3,18,39,9.502723010563994,1,TRAIN
25,0,4,6.269681390074377,100,4.854939154458512,10.0,0,71,196,9.450254561987213,1,TRAIN
55,1,1,9.638416470289028,56,8.660042294961253,10.0,1,110,155,9.213772855852218,1,TRAIN
25,0,6,6.91108265140896,110,6.86369464752248,10.0,1,21,287,9.536306643636,1,TRAIN
49,0,3,8.236292735277312,29,8.410247022229186,10.0,0,93,127,10.0,1,TRAIN
39,0,4,5.595533760101712,114,6.3483006401525675,9.678717317530989,2,86,105,8.41743463506198,1,TRAIN
54,0,2,9.79842661956082,68,8.283636315656748,10.0,4,32,126,9.832902247377055,1,TRAIN
32,0,1,9.855185384507891,64,8.557011950827068,10.0,0,59,32,9.913391478661518,1,TRAIN
27,1,0,8.648667626716676,38,6.4356440167237015,10.0,1,47,136,9.494344898317319,1,TRAIN
22,1,6,9.203125229996395,113,4.280125352661142,10.0,3,11,44,9.981874974444844,1,TRAIN
37,0,1,9.612645732062678,34,5.643338345540998,10.0,0,17,149,10.0,1,TRAIN
46,0,6,8.452702531033191,61,8.17535371496262,10.0,2,40,138,8.988980132474582,1,TRAIN
37,0,6,9.598160627465342,103,5.45459298622624,10.0,2,38,110,9.958160627465341,1,TRAIN
36,0,6,8.856658018487773,41,5.032115210002251,10.0,1,92,162,9.980496108319498,1,TRAIN
35,0,3,9.835210126882698,73,4.615739247179922,10.0,1,13,66,8.67135696498659,1,TRAIN
19,0,4,9.23706947305973,32,7.697201942887505,10.0,1,68,169,8.69871725054232,1,TRAIN
55,0,6,7.749197450069757,88,6.138567213190937,10.0,1,114,268,10.0,1,TRAIN
31,0,3,9.488004524604593,100,8.165863283391946,10.0,1,2,67,8.92035854481535,1,TRAIN
45,0,5,9.519475273218001,49,5.223028500674751,10.0,2,75,163,10.0,1,TRAIN
26,0,2,8.860600495364196,108,7.103789619080421,10.0,2,68,201,9.970944870102702,1,TRAIN
43,0,4,6.939023579812065,95,4.889931046836703,10.0,2,90,232,9.958707752626339,1,TRAIN
43,0,0,8.082572048482923,102,5.213901627515069,10.0,2,44,67,8.912387600073679,1,TRAIN
25,0,3,8.935514233151983,52,8.058311868219105,10.0,2,51,289,9.548971533696037,1,TRAIN
51,0,4,8.21310617448529,109,6.689973684107471,10.0,1,110,293,9.602594326713861,1,TRAIN
57,0,3,9.715991624424483,83,4.348025726270649,10.0,3,55,237,9.628489380644579,1,TRAIN
41,1,5,8.889144487343042,113,7.303254766594298,10.0,4,104,261,10.0,1,TRAIN
26,0,1,9.106119460650671,113,7.448191507335121,10.0,1,64,201,9.810307265045331,1,TRAIN
36,0,6,9.560271810739447,88,8.960154933885224,10.0,2,82,109,9.510540915717673,1,TRAIN
24,0,3,8.069900943210607,115,6.839330343697778,10.0,3,75,146,9.88485669064336,1,TRAIN
29,0,6,7.361384716252681,86,7.446084821507049,9.394929315410792,1,86,200,9.245441263924047,1,TRAIN
49,0,1,7.249972767821177,110,7.7793462012367405,10.0,3,18,156,9.755522537703587,1,TRAIN
42,0,3,9.111268405688152,68,7.997860328342624,10.0,3,62,85,10.0,1,TRAIN
20,0,6,8.995564223630696,66,4.764998351373011,10.0,3,91,149,9.197824415407457,1,TRAIN
47,0,5,7.606989751186356,95,7.367885819565116,10.0,1,31,50,9.728430541310377,1,TRAIN
56,0,5,8.512918914830143,84,4.429231916672082,10.0,4,8,122,9.155362657478637,1,TRAIN
56,0,1,8.469293976946721,57,7.600110551741746,10.0,3,44,111,10.0,1,TRAIN
44,0,0,8.110362706358636,26,7.883456602961556,10.0,2,96,134,9.982752497822386,1,TRAIN
47,1,4,8.165037158664099,63,5.90927676720638,10.0,0,91,159,9.900083952644401,1,TRAIN
32,1,2,7.323431652827921,113,7.131158133298079,10.0,1,72,90,9.622021308112394,1,TRAIN
49,0,2,7.426282652415862,75,5.69375562153772,9.906419481393618,3,48,116,9.34493636975532,1,TRAIN
35,1,6,7.488057763646652,59,6.97706501428547,10.0,2,69,131,10.0,1,TRAIN
27,1,2,5.270565705363977,104,8.4181987688191,7.406932166833828,3,83,169,7.828188674026888,1,TRAIN
50,0,6,7.075479345623437,93,6.146771717416598,9.318627516694642,3,45,170,8.650200278780495,1,TRAIN
40,0,4,6.505667257335414,101,7.781533722729065,10.0,2,36,72,9.992703638073843,1,TRAIN
29,0,0,9.285624765513077,114,7.978887540055034,10.0,0,59,200,9.56315483942641,1,TRAIN
41,0,4,7.735914876682007,89,7.498805448492542,10.0,1,80,176,9.690751459417646,1,TRAIN
22,0,1,7.715158178606444,88,6.0544728817870475,9.668341515741881,2,26,143,9.071390058849074,1,TRAIN
52,0,1,8.03047605766691,93,7.694033718911571,10.0,2,109,160,9.414818634184979,1,TRAIN
41,0,4,9.427117015411918,5,7.766162036446261,10.0,4,100,271,9.247134156930388,1,TRAIN
40,0,1,5.573092338408354,57,5.91069072418302,8.660701337793174,0,54,188,8.658862874548268,1,TRAIN
49,0,3,9.190426436631673,102,5.813050932098379,10.0,2,93,110,9.816063256799941,1,TRAIN
20,0,3,8.318646053365246,90,5.432749321044385,10.0,0,111,222,9.92470849678561,1,TRAIN
22,0,4,7.116480405723902,97,6.904714851294203,8.712844565477688,2,71,187,9.201211946748737,1,TRAIN
39,0,5,8.23213285579956,100,8.180542746405116,10.0,3,103,263,9.168644026878455,1,TRAIN
53,1,6,9.645055783075824,65,4.826728072540487,9.93687457829015,1,86,63,9.636550602276623,1,TRAIN
36,0,0,9.27518715011756,31,8.461111944071574,10.0,0,75,60,9.45481284988244,1,TRAIN
24,0,3,9.256874806372739,107,7.167417194459043,10.0,2,35,252,9.924339104690434,1,TRAIN
47,1,2,8.579437891137811,101,5.8087280718539995,10.0,1,61,229,10.0,1,TRAIN
42,1,0,8.676640741211997,84,4.3949925624321065,10.0,4,21,253,9.143344383652215,1,TRAIN
23,0,1,8.981940405533646,39,6.966053749551854,10.0,3,84,157,10.0,1,TRAIN
30,1,5,8.791533402189177,114,7.637760469535295,10.0,0,15,275,9.973811007279197,1,TRAIN
36,0,6,9.447512202037624,88,8.984146339991995,10.0,2,83,107,9.903999975868718,1,TRAIN
39,0,5,8.274085694169369,69,4.9406330329452794,10.0,1,102,286,9.812461644606543,1,TRAIN
46,1,6,8.380125735236627,93,7.6066986057600285,10.0,2,86,272,9.17450780626097,1,TRAIN
27,0,5,8.241038075067895,90,7.3997385974687,10.0,1,94,169,9.33094846289306,1,TRAIN
25,0,2,9.188177074374082,115,7.514379068696238,10.0,3,73,127,9.584303723354779,1,TRAIN
33,0,4,7.55997798469527,58,8.426286924192148,10.0,3,9,92,9.51721519314411,1,TRAIN
21,0,6,9.05265696227937,47,6.243449492375214,10.0,2,28,293,9.435030632691213,1,TRAIN
43,1,7,8.825353656712158,97,4.944151524253412,10.0,3,37,110,9.973437703358456,1,TRAIN
26,1,3,9.713143999956102,76,4.871397500050299,10.0,1,32,298,9.949345000009146,1,TRAIN
36,0,5,9.430601883394978,83,7.086136016018234,10.0,1,25,295,9.380886739063937,1,TRAIN
46,1,4,8.605061518584288,101,6.753550170284066,10.0,1,4,274,9.335668384722863,1,TRAIN
53,0,2,7.954315543164885,99,4.1386847595742,10.0,4,93,185,10.0,1,TRAIN
45,0,2,9.216813976070046,107,5.745229189010943,10.0,3,111,21,9.537956834919008,1,TRAIN
34,0,3,9.28979802536725,55,4.945446761425461,10.0,0,43,109,10.0,1,TRAIN
50,1,3,6.9865757139861335,97,8.432697245440707,10.0,1,4,56,8.982652856897746,1,TRAIN
24,1,1,9.417976549331064,92,6.528547564501678,10.0,2,52,44,8.754713889538506,1,TRAIN
31,0,7,8.10785611601701,110,6.935872341769832,9.926412980602258,1,83,69,9.795591612784051,1,TRAIN
27,0,2,9.52997909272948,98,6.9198118345653175,10.0,2,110,123,8.643394418283872,1,TRAIN
20,1,5,9.580145521424779,107,6.372261044325086,10.0,2,68,142,9.70228860904208,1,TRAIN
50,0,2,7.8658533033363955,86,7.412378687138391,10.0,1,109,264,9.9615725886712,1,TRAIN
46,0,5,7.737894789509405,94,7.58671371038087,10.0,2,34,49,9.737740700903815,1,TRAIN
23,0,1,8.702397214163751,111,6.695417672484339,10.0,2,104,250,9.778239088271773,1,TRAIN
39,0,1,8.356592962167955,85,5.161898586725867,10.0,3,11,255,10.0,1,TRAIN
51,0,6,5.817979921422891,91,4.903461159345585,8.8682508540515,2,48,166,8.405987118382395,1,TRAIN
50,0,6,7.520102614122781,92,5.966341314537651,9.797191546521343,2,66,142,9.331280234475779,1,TRAIN
42,0,5,8.991818080501435,112,5.2650036328933485,10.0,1,16,238,9.912687426726727,1,TRAIN
50,0,3,8.414574433813527,90,6.111383492797103,10.0,3,19,90,9.268830095678261,1,TRAIN
33,0,5,6.931588040299349,110,4.1696917327067,10.0,2,99,287,9.458150396240198,1,TRAIN
29,0,2,9.645311186136055,74,7.6865559306802735,10.0,1,57,34,9.358814848241913,1,TRAIN
56,1,2,5.676100527308843,96,7.3916034673623106,9.346453381660684,3,114,161,9.83919168095027,1,TRAIN
34,0,3,8.784046712301018,81,6.223565870266474,10.0,0,116,60,9.977197374635884,1,TRAIN
28,0,2,4.2993940861717626,87,6.676555669552569,8.627991105993296,2,27,145,8.018129359762042,1,TRAIN
40,0,0,9.149536684170906,110,7.627032958239821,10.0,3,78,207,9.85192158039544,1,TRAIN
20,1,3,9.0722834167623,50,6.697409157951801,10.0,0,59,288,9.669597523912783,1,TRAIN
41,1,5,8.818182473655202,11,6.2309048156269204,10.0,3,78,88,9.493426698347982,1,TRAIN
47,1,4,7.76129645417533,98,8.610886943283667,10.0,0,30,98,9.765862451905752,1,TRAIN
54,0,2,7.985902798891709,65,7.028281297506344,9.954707756565073,3,45,114,9.682954295955513,1,TRAIN
30,0,4,8.189264474167757,81,7.157819756643256,10.0,1,34,294,9.726509601254573,1,TRAIN
48,1,5,7.801187273745804,104,6.925881903619535,10.0,3,87,239,9.953141155502244,1,TRAIN
24,0,2,8.004980759636968,73,7.784900242583195,10.0,0,55,295,9.451295068617645,1,TRAIN
53,0,6,8.138068084301231,117,7.164017688259289,10.0,3,26,109,9.627750688526216,1,TRAIN
22,0,0,9.312338021432314,90,6.759094688400882,10.0,0,52,254,9.963471761527433,1,TRAIN
41,1,2,9.625670514541124,76,7.487384505508578,10.0,1,70,212,8.770175651513478,1,TRAIN
41,0,5,9.280153939762283,42,4.656468768517813,10.0,4,79,152,7.521278689577533,1,TRAIN
47,0,4,9.556582053204034,105,6.406856992086736,10.0,2,41,196,9.422681479509713,1,TRAIN
54,1,2,8.973521141912034,88,8.54669226062809,10.0,2,109,294,9.821920622861109,1,TRAIN
36,0,5,7.830436340709279,108,7.343486136386297,10.0,1,95,45,8.947567242922062,1,TRAIN
45,0,3,9.397985269748053,20,7.715417390196271,10.0,3,78,215,9.859081455462137,1,TRAIN
36,0,5,8.781926593408445,37,7.703869041301609,10.0,3,50,67,9.432496036378819,1,TRAIN
45,1,1,8.210580704642922,82,7.293344332399089,10.0,3,26,82,9.503657120513243,1,TRAIN
45,1,5,9.00027066867968,94,5.525420484585798,10.0,2,17,154,10.0,1,TRAIN
49,1,4,7.126509994415565,102,8.031310365991306,9.961370796954375,1,4,56,9.072211146192377,1,TRAIN
54,0,6,9.124972794974738,36,6.162207499169385,10.0,0,14,159,9.193034015643388,1,TRAIN
41,0,4,8.566183602012265,17,8.664752706540026,10.0,2,77,20,9.943504295136973,1,TRAIN
47,0,3,5.860523115987233,112,4.515833565576878,8.865006459814822,2,114,110,9.657052311598724,1,TRAIN
56,1,3,8.822058343527326,88,5.807100547347849,10.0,3,22,88,9.128781281954689,1,TRAIN
40,0,4,9.368013477960677,35,6.640538060467306,10.0,1,112,98,9.991425256404664,1,TRAIN
38,0,3,7.276801084403756,88,5.428235299920595,9.85296196253912,3,113,95,8.327324880564248,1,TRAIN
33,0,1,9.10474266635525,99,7.219398745794147,10.0,1,64,119,9.994141412149396,1,TRAIN
46,0,2,8.281036457041441,110,6.450269622171053,9.866276347233896,2,96,104,9.035686664920464,1,TRAIN
35,0,0,8.230357341435148,57,7.353000444554286,10.0,0,85,98,9.288905190659623,1,TRAIN
41,0,4,9.409861853021088,112,4.4932412353473925,10.0,2,20,234,10.0,1,TRAIN
42,1,2,7.373658957317294,112,6.311840401892131,10.0,1,9,271,9.561500213596858,1,TRAIN
43,1,5,8.972883149046687,80,5.958810760448863,10.0,1,82,108,9.56603364466296,1,TRAIN
35,0,5,9.346194367216626,40,8.820498956465988,10.0,0,41,80,9.761079624481107,1,TRAIN
39,1,6,8.928212479351041,114,5.932994942182914,10.0,1,100,194,9.423180438003925,1,TRAIN
38,0,5,8.558893602256255,91,7.011855423980591,10.0,1,84,198,9.695812656696285,1,TRAIN
53,0,5,8.232571094637445,78,7.591167934979871,10.0,1,23,238,9.4428987715045,1,TRAIN
21,0,5,6.978700286434233,111,8.378275576169123,10.0,1,21,259,9.24467939452732,1,TRAIN
38,0,6,8.80269105290311,77,6.7506944318164575,10.0,1,44,216,10.0,1,TRAIN
55,0,6,8.724817347190118,107,7.03925864496691,10.0,0,114,230,9.90181578430525,1,TRAIN
45,1,5,9.238087178236231,34,5.290920356960331,10.0,1,55,168,9.94824866682929,1,TRAIN
38,1,6,6.4780681856502325,95,5.645588318442216,10.0,2,79,131,9.083008805259972,1,TRAIN
31,0,5,8.254976526710541,94,8.129419325013885,9.738265382676607,3,10,169,7.772755127558869,1,TRAIN
21,1,0,9.452469518087263,97,5.05066900146303,10.0,2,100,162,9.611535521293861,1,TRAIN
34,0,0,9.260911133849799,91,5.1039288326623184,10.0,0,94,157,8.338157786253108,1,TRAIN
36,0,3,9.416763505371488,104,4.706587561340684,10.0,1,93,78,10.0,1,TRAIN
49,1,3,9.020311105191814,96,4.966488183797345,10.0,2,19,185,9.700224343416151,1,TRAIN
57,1,2,9.134444914151373,93,7.387903446651004,10.0,0,111,199,8.966297970446696,1,TRAIN
23,0,2,8.135972389810064,115,8.448288141845037,10.0,1,109,246,9.698288141845037,1,TRAIN
56,0,2,9.33922528174991,22,8.380841489487423,10.0,3,117,158,8.674243116062705,1,TRAIN
29,0,4,8.542784603200202,93,8.467409534434811,10.0,3,14,173,7.965059751164283,1,TRAIN
41,1,1,9.384087642583857,98,6.573048370448987,10.0,0,76,171,9.804157088539483,1,TRAIN
58,0,2,5.491155666512842,91,4.389032593107916,9.224448499459296,0,70,280,9.289083181270275,1,TRAIN
51,0,3,8.209789916175698,114,6.836790457781133,10.0,4,29,183,10.0,1,TRAIN
46,1,1,8.09105965783577,114,4.218223010178227,10.0,0,51,182,9.79361754277053,1,TRAIN
24,0,4,8.486490642522613,58,5.097316455081473,10.0,0,87,101,9.090766172294117,1,TRAIN
49,0,5,9.285772271230734,72,8.307515022562182,10.0,2,33,134,8.684066419773384,1,TRAIN
46,0,5,9.296108915221003,44,8.265710181560182,10.0,0,0,284,10.0,1,TRAIN
18,0,0,9.815576353452853,95,7.591265822034551,10.0,2,107,152,8.927029356563073,1,TRAIN
42,0,2,8.499513644170738,113,4.637988511600101,9.857769267851927,2,48,57,9.555348012955427,1,TRAIN
41,0,0,8.142707657713096,109,7.257449629465495,10.0,2,75,84,9.426719095726197,1,TRAIN
28,0,5,8.467031700870074,113,7.808789625713674,10.0,0,17,279,9.870547550557276,1,TRAIN
51,0,4,9.601531008326832,51,8.504365314532958,10.0,2,100,93,10.0,1,TRAIN
20,0,6,8.647409648558966,26,6.332770223928879,10.0,3,112,58,9.866626325938602,1,TRAIN
35,0,0,8.886257963915492,117,7.620683412056913,10.0,3,56,224,9.761114910371715,1,TRAIN
40,1,2,9.441565105542,20,7.9332895008829984,10.0,2,11,67,10.0,1,TRAIN
55,1,2,9.220073140559002,111,6.994417518307914,10.0,1,105,78,8.608478733524695,1,TRAIN
22,1,6,8.85493196492411,56,8.265522652112042,10.0,2,77,271,10.0,1,TRAIN
36,1,0,8.8277342037458,108,6.776140940872702,10.0,2,93,189,9.899967829017593,1,TRAIN
24,0,3,9.123311522481517,84,6.268344763689623,10.0,1,44,163,9.108808565811973,1,TRAIN
48,0,0,8.365468132938084,24,8.002272829039656,10.0,2,101,133,9.895387625706135,1,TRAIN
52,0,1,7.522884229213857,97,7.704421271490523,10.0,1,2,139,9.172694499295618,1,TRAIN
39,0,3,9.2441843024085,41,7.540668218454683,10.0,0,34,72,9.874420930121998,1,TRAIN
33,1,1,8.090829758304777,67,8.611580553406728,10.0,1,80,221,10.0,1,TRAIN
38,0,3,9.775624399713887,60,8.106362153877221,10.0,2,27,284,10.0,1,TRAIN
36,0,4,9.44,115,5.536287003509576,10.0,2,112,261,10.0,1,TRAIN
49,1,6,9.388382895285481,74,6.092553802374153,10.0,0,23,222,10.0,1,TRAIN
20,1,1,7.362079670556747,53,5.428008236081325,10.0,2,56,24,9.79661492564239,1,TRAIN
30,0,2,9.438230475977631,47,4.660630930353889,10.0,0,48,289,9.228422471880844,1,TRAIN
55,0,1,8.152459780082564,105,7.0974521270871485,10.0,0,115,269,9.076873575486234,1,TRAIN
40,1,1,7.278082111012878,112,5.924267033548826,9.408141771623015,2,92,270,8.925079140660108,1,TRAIN
22,0,5,7.6980920181809935,108,7.799766345023162,10.0,0,28,255,9.54043434318834,1,TRAIN
25,0,4,6.275790441817358,100,4.533339249404502,10.0,0,71,196,9.366792686798163,1,TRAIN
56,1,0,8.369214418152644,98,6.253501768727137,10.0,1,74,158,9.944302285110298,1,TRAIN
44,0,3,8.704013042137804,109,6.617115017285031,10.0,2,55,256,9.942299341617591,1,TRAIN
33,1,1,9.72531646101852,90,7.028101233888874,10.0,2,87,61,9.211121144144615,1,TRAIN
41,0,1,7.446501656792665,107,7.316199589746578,10.0,0,41,37,9.919399021703379,1,TRAIN
44,0,4,8.837672123244717,100,4.770346186863278,10.0,3,9,61,8.522697959662862,1,TRAIN
44,0,5,9.546522785903775,77,6.451691048699149,10.0,0,73,266,8.79379808464555,1,TRAIN
47,0,5,9.808721224365563,28,4.675433285055464,10.0,0,51,276,8.974646260573964,1,TRAIN
40,1,5,8.249242392846606,77,7.117753966371678,10.0,3,105,117,9.777338187708953,1,TRAIN
43,0,4,9.558646373782716,72,7.461686322389239,10.0,2,26,234,10.0,1,TRAIN
42,0,3,8.436395650754553,97,7.707668953870881,10.0,2,58,173,9.722556317956961,1,TRAIN
38,0,1,7.10377621693098,110,6.875971120818232,9.101804642963678,1,99,49,9.002693431152773,1,TRAIN
